title,company,expected,link,project,level,work mode,salary,salary_for,city,ukrainian_people
Internship for students of mechanical engineering – FEA simulations,ABB Sp. z o.o.,,"https://www.pracuj.pl/praca/internship-for-students-of-mechanical-engineering-fea-simulations-krakow-starowislna-13a,oferta,1003680353",,trainee,full office work,,,Kraków,True
Junior Full Stack Engineer,INK SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"HTML,CSS,Python,Java,Node.js,Git","https://www.pracuj.pl/praca/junior-full-stack-engineer-krakow-swietego-jana-20,oferta,1003667272","INK Solutions is a premier software development company dedicated to empowering businesses with innovative digital solutions. We specialize in creating custom software applications that streamline operations, enhance customer engagement, and drive growth. We are currently seeking a highly motivated Junior Full Stack Engineer to join our dynamic team and contribute to the expansion of our comprehensive suite of digital solutions.",młodszy specjalista (Junior),praca zdalna,,,Kraków,False
Python Developer,Micro Solutions Sp. z o.o.,"Python,REST Interfaces,Docker,WSL2,Linux,Azure,Cloud platforms and Virtual Machines","https://www.pracuj.pl/praca/python-developer-wroclaw-legnicka-55f,oferta,1003670176","As a Python programmer, you will be working in an international team specializing in the optics/microscopy industry.",specialist (Mid / Regular),"full office work, home office work, hybrid work",,,Wrocław,False
Data Engineer (She/He/They),Accenture Technology,SQL,"https://www.pracuj.pl/praca/data-engineer-she-he-they-warszawa,oferta,1003667647","At the Data & Applied Intelligence hub, we work locally and globally with over 250 Poland-based specialists - architects, engineers, and analysts. Our expertise spans data architecture and sectoral specialization. We collaborate with tech partners like Microsoft, AWS, Google, Oracle, and Snowflake to implement cutting-edge solutions. We provide comprehensive support from strategy definition to solution implementation and development, covering all aspects of Data & Analytics. Our teams specialize in areas such as Business Intelligence, Big Data, AI/ML, advanced analytics, Data Governance, and operating models for Data organizations.",specialist (Mid / Regular),hybrid work,,,,False
Data Science Lead,emagine sp. z o.o.,"Python,R,SQL,AWS","https://www.pracuj.pl/praca/data-science-lead-warszawa-domaniewska-39a,oferta,1003681177","Job Overview: We are looking for an exceptional Data Science Lead with over 8 years of experience to lead our data science team. The ideal candidate is an expert in statistical modelling and analysis with a strong background in machine learning. They must possess excellent communication skills to collaborate with cross-functional teams and present insights to stakeholders effectively.,Industry: Banking,Location: 100% remote,Remuneration: depending on the Candidate's experience and competences.,Assignment type: B2B,Start: ASAP,Duration: Long-term cooperation",specialist (Mid / Regular),hybrid work,,,Warszawa,False
RPA Developer,Motorola Solutions,"UiPath,VBA,SQL","https://www.pracuj.pl/praca/rpa-developer-krakow-czerwone-maki-82,oferta,1003697972","Motorola Solutions Finance Operations Center (FOC) provides world-class finance & accounting services to Motorola branches in Europe, Middle East, Africa, US and Latin America region. It is a dynamic environment where your ideas and input will be valued and where you will do some of the best work of your life.,RPA team is in charge of delivering comprehensive automation projects within various areas using mainly UiPath tool.",specialist (Mid / Regular),hybrid work,,,Kraków,True
Backend Developer Trainee (f/m),Axpo Polska sp. z o.o.,"Python,Git,Docker,SQL,Django,Flask,FastAPI,PostgreSQL,MySQL","https://www.pracuj.pl/praca/backend-developer-trainee-f-m-warszawa-rondo-daszynskiego-2b,oferta,1003682930",,praktykant / stażysta,praca hybrydowa,,,Warszawa,False
Administrator Aplikacji,PKO Bank Polski SA,"Linux,Windows Server,SQL,Microsoft Azure","https://www.pracuj.pl/praca/administrator-aplikacji-warszawa,oferta,1003671759","Dołącz do nas jako:  ADMINISTRATOR APLIKACJI - Departament Eksploatacji Systemu Informatycznego,Stack technologiczny:,Obszar: Wsparcie procesów informatycznych w usługach bankowych,Monitorowanie: Analiza dostępności, pojemności i wydajności aplikacji,Narzędzia: Elasticsearch (tworzenie dashboardów, watcherów, zapytań),Bazy danych: SQL,Systemy operacyjne: Linux, Windows Server,Chmura: Microsoft Azure (parametryzacja i obsługa aplikacyjna),Pracuj w miejscu, które zna każdy.,#TyWybierasz","specjalista (Mid / Regular), starszy specjalista (Senior)",praca hybrydowa,,,,False
Senior C++ Software Engineer,EPAM Systems (Poland) sp. z o.o.,"C++,Enterprise Linux","https://www.pracuj.pl/praca/senior-c%2b%2b-software-engineer-krakow-fabryczna-1a,oferta,1003682359","We are looking for a Senior C++ Software Engineer to join our remote team.,You will be working on the platform side for enterprise networking appliances, with a focus on networking security products such as SSL-VPN, NAC, WAF, or Firewall products. This role offers an exciting opportunity to contribute to the development and improvement of our software and system engineering projects.",senior specialist (Senior),home office work,,,Kraków,True
DevOps Specialist,ROYAL GAMBIT sp. z o.o.,"Terraform,Terragrunt,Kubernetes,Prometheus,Grafana,Kafka,RabbitMQ,AWS,Python,Bash","https://www.pracuj.pl/praca/devops-specialist-warszawa,oferta,1003687861","Dostarczamy rozwiązania mobilne najwyższej klasy. Współpracujemy z liderami rynku i wschodzącymi gwiazdami branży dbając o najwyższą jakość produktów i usług.,Nasze aplikacje trafiają do milionów odbiorców na całym świecie od Brazylii, przez Szwecję aż po orientalną Japonię.,Branża gier i zakładów.,Kogo szukamy?,DevOps Specialist, który wzmocni nasz zespół.,Jeśli chcesz:,•	kontynuować karierę w międzynarodowym środowisku,,•	pracować z doświadczonym zespołem,,•	uczestniczyć w długofalowym projekcie, który odmieni oblicze branży zakładów sportowych,,•	szybko rozwijać umiejętności i mieć udział w analizie technicznej, konsultować i realnie wpływać na wygląd i działanie aplikacji Android i iOS,,•	dbać o jakość kodu wraz z zespołem (przy współpracy z testerami),,•	zostań częścią naszego zespołu!",specjalista (Mid / Regular),"praca zdalna, praca hybrydowa",10000–15000,netto (+ VAT) / mies.,,False
Cloud Engineer (GCP),Scalo Sp. z o.o.,"AWS,Python,Kubernetes,Terraform","https://www.pracuj.pl/praca/cloud-engineer-gcp-warszawa-aleje-jerozolimskie-100,oferta,1003707291","Projekt w obsarze fintech. Dołącz do zespołu Platform Engineering w Departamencie przeciwdziałania praniu brudnych pieniędzy i wspieraj platformę do zarządzania finansami dla firm. Umożliwia ona wymianę walut, zarządzanie ryzykiem walutowym, finansowanie zobowiązań oraz monitorowanie kont walutowych i wyciągów. Praca w środowisku międzynarodowym (m.in. UK, Hiszpania).",specjalista (Mid / Regular),praca zdalna,"120,00–140,00",netto (+ VAT) / godz.,Warszawa,False
Główny Specjalista / Główna Specjalistka ds. Procesów i Analiz Biznesowych,Grupa ERGO Hestia,,"https://www.pracuj.pl/praca/glowny-specjalista-glowna-specjalistka-ds-procesow-i-analiz-biznesowych-gdansk-jelitkowska-51,oferta,1003690476",,"specjalista (Mid / Regular), starszy specjalista (Senior)",praca hybrydowa,,,Gdańsk,False
Python Developer,ITFS sp. z o.o.,"Python,Docker,Django","https://www.pracuj.pl/praca/python-developer-warszawa,oferta,1003678383","Miejsce pracy: 100% zdalnie,Start projektu: ASAP (maks. 30 dni OW),Forma współpracy: B2B z ITFS, zaangażowanie długoterminowe,Stawka: 120-134 zł/h netto +VAT,Branża: medyczna,Proces rekrutacyjny: Rozmowa z rekruterem ITFS-> rozmowa miękko-techniczna z Klientem-> Decyzja",specjalista (Mid / Regular),praca zdalna,"120,00–134,00",netto (+ VAT) / godz.,,False
R&D Scientist - CFD Simulation Specialist,ABB Business Services,,"https://www.pracuj.pl/praca/r-d-scientist-cfd-simulation-specialist-krakow-przy-rondzie-4,oferta,1003682603",,specialist (Mid / Regular),hybrid work,,,Kraków,True
Senior Cloud Native Developer,EPAM Systems (Poland) sp. z o.o.,Python,"https://www.pracuj.pl/praca/senior-cloud-native-developer-krakow-fabryczna-1a,oferta,1003719265","We are looking for a Senior Cloud Native Developer who is passionate about building scalable, resilient, and observable cloud-native applications.,The ideal candidate will possess a deep understanding of cloud-native development principles and demonstrate the ability to apply these principles to the design and development of cloud-based solutions.",senior specialist (Senior),home office work,,,Kraków,True
Operations Research Analyst/ Data Scientist,Hays Poland,,"https://www.pracuj.pl/praca/operations-research-analyst-data-scientist-krakow,oferta,1003706448",,specjalista (Mid / Regular),praca hybrydowa,,,,False
Software Engineering Manager - Managed Kafka On GDC,Google,"Python,C,C++,Java,JavaScript,Google Cloud Platform","https://www.pracuj.pl/praca/software-engineering-manager-managed-kafka-on-gdc-warszawa-emilii-plater-53,oferta,1003714645","Like Google's own ambitions, the work of a Software Engineer goes beyond just Search. Software Engineering Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of Engineers. You not only optimize your own code but make sure Engineers are able to optimize theirs. As a Software Engineering Manager you manage your project goals, contribute to product strategy and help develop your team. Teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.,With technical and leadership expertise, you manage engineers across multiple teams and locations, a large product budget and oversee the deployment of large-scale projects across multiple sites internationally.,In this role, you will join and lead a new team bringing the power of Kafka to new cutting-edge environments. Google’s Managed Kafka team is forming a new team to expand its reach beyond public cloud and into other critical environments such as Google Distributed Cloud (GDC). This includes both Connected and Air-Gapped, focusing first on Connected.,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",senior specialist (Senior),hybrid work,,,Warszawa,False
Senior Python Engineer,GPC GLOBAL TECHNOLOGY CENTER,"Python,Google Cloud Platform","https://www.pracuj.pl/praca/senior-python-engineer-krakow-lubicz-23a,oferta,1003678990","We are seeking a highly skilled Senior Python Engineer to join our ML/AI team, focusing on the exploration and implementation of Machine Learning, Generative AI, and other innovative technologies. This role will be instrumental in building interfaces that expose the use of AI technologies.,The ideal candidate for this role is a seasoned full-stack software engineer with a passion for innovation and a track record of integrating AI into real-world applications. This candidate brings extensive experience in building scalable, event-driven systems over the web, leveraging classical AI mechanisms such as using transformers, invoking them for inferences, and returning data formatted back to clients. Proficiency in cloud platforms, particularly Google Cloud Platform (GCP), is essential. Additionally, they should be familiar with dynamic real-time APIs, using cloud functions, Kubernetes, Cloud Run, or similar technologies.,With a collaborative mindset, this individual thrives in a team environment, working closely with a lead engineer, product owner, and data scientist to deliver high-quality solutions. Proficiency in Python for back-end development is essential, ensuring seamless integration across the stack. Excellent communication skills and a knack for problem-solving effectively contribute to the team's success by translating complex technical concepts into actionable strategies.",senior specialist (Senior),hybrid work,,,Kraków,False
Data Scientist / Model Performance Analyst (Credit Risk),Elavon Financial Services,"SAS,Python,R,SQL,Git","https://www.pracuj.pl/praca/data-scientist-model-performance-analyst-credit-risk-warszawa-pulawska-17,oferta,1003707336","In this role, you will be responsible for developing, optimizing, and executing processes to systematically track and generate insights on the performance and stability of predictive models used by the Credit Risk Management business line. You will also partner with the model development team to support new model build projects.,The ideal candidate will have a strong background in both programming and quantitative data analytics, a collaborative mindset, and a passion for technical problem solving.",specialist (Mid / Regular),hybrid work,,,Warszawa,False
Engineering Manager - Oracle Cloud,GPC GLOBAL TECHNOLOGY CENTER,"Google Cloud Platform,Azure,AWS,Oracle,Python,Bash","https://www.pracuj.pl/praca/engineering-manager-oracle-cloud-krakow-lubicz-23a,oferta,1003717782","We are seeking a highly motivated, experienced Engineering Manager for Oracle Cloud to join the world’s leading distributor of automotive and industrial replacement parts and value-added services. The company operates 5,500+ locations and services more than 20,000 locations in the U.S. and Canada. This role will report to the senior manager or Director of Platform Engineering.,As an Oracle Cloud Infrastructure (OCI) Engineering Manager, you will lead a team of cloud engineers in designing, implementing, and managing robust and scalable cloud solutions. You will ensure that our cloud infrastructure aligns with business goals, meets high standards of performance and cost-efficiency, and fosters a collaborative and innovative team environmen",manager / supervisor,hybrid work,,,Kraków,False
Senior Data Analyst,Żabka Polska,,"https://www.pracuj.pl/praca/senior-data-analyst-poznan-matyi-8,oferta,1003704559",,"starszy specjalista (Senior), ekspert",praca hybrydowa,,,Poznań,False
Kafka DevOps Engineer,Volkswagen Group Services sp. z o.o.,"Ansible,Git,Apache Kafka,Python,Java,Go,Kubernetes","https://www.pracuj.pl/praca/kafka-devops-engineer-poznan-szyperska-14,oferta,1003684855",,specialist (Mid / Regular),home office work,,,Poznań,False
Ekspert ds. Ryzyka Aktuarialnego i Modelowania Aktuarialnego,GRUPA PZU,,"https://www.pracuj.pl/praca/ekspert-ds-ryzyka-aktuarialnego-i-modelowania-aktuarialnego-warszawa,oferta,1003674359",,ekspert,praca hybrydowa,,,,False
Android System Engineer,Gemius SA,"Java,Kotlin,Android Studio,Git","https://www.pracuj.pl/praca/android-system-engineer-warszawa-domaniewska-48,oferta,1003683897","Jako Android System Engineer będziesz pracować nad przemianą standardowych urządzeń działających w oparciu o system Android w wydajne i niezawodne czujniki badawcze dostarczające informacji o lokalizacji, aktywności, otoczeniu (np. audiomatching), korelacjach z innymi urządzeniami IoT.,Jeżeli interesuje Cię praca z Androidem, która nie polega na tworzeniu typowych aplikacji z GUI, nie przeraża Cię reverse engineering i lubisz zgłębiać jak rozwiązania systemowe działają ""pod maską"", a od konsumpcji kolejnego, n-tego RESTowego API wg szablonu wolisz rozwiązywanie problemów na które nie ma bezpośredniej odpowiedzi na StackOverflow - ZGŁOŚ SIĘ DO NAS!","specjalista (Mid / Regular), starszy specjalista (Senior)","praca zdalna, praca hybrydowa",17000–20000,netto (+ VAT) / mies.,Warszawa,False
Senior Automation Engineer,ITDS Polska Sp. z o.o.,"Python,PowerShell,Bash,Ansible,Jenkins,Linux,VMware,Docker,Kubernetes","https://www.pracuj.pl/praca/senior-automation-engineer-krakow,oferta,1003712127","As a Senior Automation Engineer, you will be working for our client, a global financial services provider dedicated to advancing digital transformation through sophisticated automation solutions. In this role, you will design and implement automation strategies to streamline IT workflows, reduce manual intervention, and enhance operational efficiency. You’ll leverage advanced scripting, CI/CD practices, and infrastructure management tools to optimize deployment processes across on-prem, cloud, and hybrid environments, ensuring high performance, reliability, and scalability within the client’s IT ecosystem.,Join us, and enhance IT reliability with cutting-edge automation tools!,Krakow-based opportunity with the possibility to work 60% remotely (hybrid work model – 2 days per week in the office).",senior specialist (Senior),hybrid work,25200–28350,net (+ VAT) / mth.,,False
Group Leader in Samsung AI Center Warsaw,Samsung R&D Institute Poland,"Python,R,Java,C++,TensorFlow,PyTorch","https://www.pracuj.pl/praca/group-leader-in-samsung-ai-center-warsaw-warszawa-plac-europejski-1,oferta,1003648049","At SAIC Warsaw, we believe in expanding human potential with AI. And we do that by developing AI you can carry in your pocket and always trust and control. Along the way, we will push the boundaries of knowledge, starting with you and your expectations and inventing the technology needed.,We want breakthroughs in AI cognitive abilities allowing it to understand better the world we create. We will reinvent how AI learns about the world by introducing self-awareness and self-tuning and taking inspiration from control engineering, cognitive science and XAI.,We will develop cognitive AI mechanisms for:,•	continual knowledge generalization.,•	runtime hallucination detection and correction mechanisms improving AI experience,,•	context understanding and proactive AI assistance predicting intentions.,We are seeking a visionary and experienced Leader to join our AI Center. In this key role, you will lead a team of talented Scientists and Engineers, driving groundbreaking AI solutions. We are looking for a leader who combines a deep passion for cutting-edge research with the ability to manage complex projects and inspire innovation within the team.",manager / supervisor,hybrid work,,,Warszawa,False
Nauczyciel / Nauczycielka programowania dla dzieci i młodzieży,Mateusz Zguda,,"https://www.pracuj.pl/praca/nauczyciel-nauczycielka-programowania-dla-dzieci-i-mlodziezy-krakow-samuela-bogumila-lindego-1c,oferta,1003719953",,specjalista (Mid / Regular),praca zdalna,"70,00",brutto / godz.,Kraków,False
Python Developer (m/f/d),FERCHAU POLAND sp. z o.o.,"Python,AWS,Serverless,Terraform,GitLab","https://www.pracuj.pl/praca/python-developer-m-f-d-warszawa-pulawska-145,oferta,1003686239",Embark on your IT and Engineering career with FERCHAU today and develop the innovations of tomorrow. We are looking for an experienced Python Developer to join our client on an exciting biotechnology project!,senior specialist (Senior),home office work,,,Warszawa,False
Senior .NET Engineer,Rite NRG sp. z o.o.,.NET,"https://www.pracuj.pl/praca/senior-net-engineer-wroclaw,oferta,1003693848","Contract: B2B,Location: Remote within Poland,Project: Greenfield development in the gaming industry,Key Technologies:,- .NET,- microservices architectur and event-driven systems,- Azure,- Kubernetes,- Python,- JavaScript/TypeScript,- ELK stack,Project Overview,As a Senior .NET Engineer, you will join our team working with an innovative Swedish gaming company. We are building a robust, high-performance platform from the ground up to handle millions of daily transactions and bets. This platform requires unique optimizations, such as low-bandwidth game compatibility, offering complex engineering challenges for scalability, security, and efficiency. You’ll play a crucial role in shaping the future of gaming with a skilled, multinational team.",senior specialist (Senior),home office work,,,,False
Senior AI Engineer,SNI sp. z o.o.,"Python,Azure,AI,FastApi","https://www.pracuj.pl/praca/senior-ai-engineer-warszawa,oferta,1003720925","Emerging Tech Developers create rapid proofs of concept to test hypotheses about how emerging technologies can be applied to business use cases. We learn and explore at the forefront of Artificial Intelligence, Blockchain, Internet of Things, Robotics, Virtual Reality and Augmented Reality. The lab’s role is to generate prototypes, demos and learnings that our teams and clients can use when deciding how to apply and invest in emerging technologies.","senior specialist (Senior), expert",home office work,29000–30000,net (+ VAT) / mth.,,False
Starszy Specjalista / Główny Specjalista w obszarze modelowania matematycznego (wod-kan),Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie Spółka Akcyjna,,"https://www.pracuj.pl/praca/starszy-specjalista-glowny-specjalista-w-obszarze-modelowania-matematycznego-wod-warszawa-generala-mariusza-zaruskiego-4,oferta,1003708219",,starszy specjalista (Senior),praca stacjonarna,,,Warszawa,False
Senior Data Scientist,SOFTWARE MIND,"Python,SQL,MySQL,MongoDB","https://www.pracuj.pl/praca/senior-data-scientist-krakow-aleja-jana-pawla-ii-43b,oferta,1003673355","Our client is an international investment firm that supports the most ambitious and talented entrepreneurs and high growth companies to achieve their goals. They invest in high growth, dynamic situation buyouts and growth capital investments. They are back exceptional entrepreneurs and management teams in companies creating sustainable high growth and strategic value.",senior specialist (Senior),home office work,,,Kraków,False
Młodszy programista / programistka Python,Avena Technologie,"Python,PostgreSQL","https://www.pracuj.pl/praca/mlodszy-programista-programistka-python-gdansk-jagiellonska-5a,oferta,1003724069",,młodszy specjalista (Junior),praca stacjonarna,6800–9700,brutto / mies.,Gdańsk,False
Manager - Global Finance Analytics,HSBC Service Delivery (Polska) Sp. z o.o.,,"https://www.pracuj.pl/praca/manager-global-finance-analytics-krakow-kapelanka-42a,oferta,1003669535",,manager / supervisor,hybrid work,,,Kraków,True
Administrator Linux,ArcelorMittal Poland S.A.,"RedHat,CentOS,Debian,MySQL,MariaDB,VMWare,SAN,Shell,Perl,Python","https://www.pracuj.pl/praca/administrator-linux-dabrowa-gornicza,oferta,1003671279","Świat wyglądałby bez nas zupełnie inaczej. Jesteśmy największą firmą działającą w branży stalowej i wydobywczej. Jesteśmy obecni w 60 krajach, a efekty naszej pracy są widoczne wszędzie – od smartfonów, przez samochody, aż po drapacze chmur.,Tworząc stal wychodzimy naprzeciw oczekiwaniom nowoczesnego świata. Efekty naszej pracy będą obecne także w życiu kolejnych pokoleń.,Pracując w ArcelorMittal Poland możesz cieszyć się swobodą kształtowania własnej kariery, na każdym kroku możesz liczyć na wsparcie menadżerów i kolegów z zespołu. Chcemy, aby nasze produkty były coraz bardziej wytrzymałe, lżejsze i produkowane w zrównoważony sposób. To prawdziwe wyzwanie, które wzbudza w nas nieskończoną pasję i zaangażowanie!,Chcesz być częścią firmy, która naprawdę ma wpływ na rzeczywistość? Dołącz do nas i TWÓRZ Z NAMI ŚWIAT.",specjalista (Mid / Regular),praca stacjonarna,,,,False
"Vice President, MRM (Independent Model Review)",HSBC Service Delivery (Polska) Sp. z o.o.,,"https://www.pracuj.pl/praca/vice-president-mrm-independent-model-review-krakow-kapelanka-42a,oferta,1003705307",,team manager,hybrid work,,,Kraków,True
Architekt IT,APLIKACJE KRYTYCZNE sp. z o.o.,"Enterprise Architect,UML,BPMN,SQL,XML,Java,Python,C#","https://www.pracuj.pl/praca/architekt-it-warszawa-chmielna-132-134,oferta,1003686129","Jako część Zespołu będziesz brał udział dużych i unikalnych projektach takich jak: eToll, Narzędzia Podatkowe.",specjalista (Mid / Regular),"praca zdalna, praca hybrydowa",12000–19000,brutto / mies.,Warszawa,False
Starszy specjalista ds. informatyki w Zespole Utrzymania Aplikacji,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,,"https://www.pracuj.pl/praca/starszy-specjalista-ds-informatyki-w-zespole-utrzymania-aplikacji-warszawa-nowoursynowska-166,oferta,1003672737",,"starszy specjalista (Senior), ekspert",praca stacjonarna,,,Warszawa,False
Big Data Analyst,Integer Group Services Sp. z o.o,,"https://www.pracuj.pl/praca/big-data-analyst-krakow-pana-tadeusza-4,oferta,1003702857",,"specialist (Mid / Regular), senior specialist (Senior)",home office work,,,Kraków,False
DevOps Engineer,ITDS Polska Sp. z o.o.,"Redis,HashiCorp Vault,Python,Linux,Ansible,Grafana,AWS,Microsoft Azure,Kubernetes,Kafka","https://www.pracuj.pl/praca/devops-engineer-warszawa,oferta,1003708256","As a DevOps Engineer, you will be working for our client, a prominent financial institution, supporting the Platform Management Team within the IT Application and Process Management Department. This role will focus on maintaining essential tools and processes, advancing monitoring tools (including custom Python solutions), and supporting both development and production environments. This is a dynamic opportunity to impact critical systems and collaborate with a team dedicated to operational excellence and continuous improvement in a complex, high-availability environment.,Design and implement revolutionary solutions for one of the most innovative banks in Poland!,Warsaw-based opportunity with hybrid work model (2 remote days/week).",specialist (Mid / Regular),hybrid work,14700–20580,net (+ VAT) / mth.,,True
Senior Data Engineer (GCP) (She/He/They),Accenture Technology,"Google Cloud Platform,Python,SQL","https://www.pracuj.pl/praca/senior-data-engineer-gcp-she-he-they-warszawa,oferta,1003685605","At the Data & Applied Intelligence hub, we work locally and globally with over 250 Poland-based specialists. Our expertise spans data architecture and sectoral specialization. We collaborate with tech partners like Microsoft, AWS, Google, Oracle, and Snowflake to implement cutting-edge solutions. We provide comprehensive support from strategy definition to solution implementation and development, covering all aspects of Data & Analytics.",senior specialist (Senior),hybrid work,,,,False
Programista AI - Programista Full-stack,Diovax sp. z o.o.,,"https://www.pracuj.pl/praca/programista-ai-programista-full-stack-stargard-metalowa-13,oferta,1003690223","Projekt: SnapClick AI,O projekcie: Projekt polega na rozwoju aplikacji webowej i mobilnej bazującej na generatywnych sieciach neuronowych.","specjalista (Mid / Regular), starszy specjalista (Senior)",praca zdalna,25000–31000,brutto / mies.,Stargard,False
Python Developer (She/He/They),Accenture Technology,"Python,SQL","https://www.pracuj.pl/praca/python-developer-she-he-they-warszawa,oferta,1003683403","At the Data & Applied Intelligence hub, we work locally and globally with over 250 Poland-based specialists. Our expertise spans data architecture and sectoral specialization. We collaborate with tech partners like Microsoft, AWS, Google, Oracle, and Snowflake to implement cutting-edge solutions. We provide comprehensive support from strategy definition to solution implementation and development, covering all aspects of Data & Analytics.",specialist (Mid / Regular),hybrid work,,,,False
Technical Delivery Manager (Computer Networking),PLVISION,"C,C++,Python","https://www.pracuj.pl/praca/technical-delivery-manager-computer-networking-krakow-siewna-18,oferta,1003667283","We are looking for a Technical Delivery Manager with excellent leadership skills and a solid technical background in Embedded Development or Computer Networking. The key responsibility of this role is to manage ongoing projects based on networking technologies for our clients, industry leaders from Fortune 100 and 500, disruptive startups and innovative enterprises.,As a Delivery Manager, you will focus on high-level and strategic tasks. You will be the main contact point in cooperation with the customers while working closely with the Engineering and Management teams. You will also take care of decision-making on the projects and their successful execution. For new projects, you will be involved in building the entire project team.,We offer a ramp-up period to boost your expertise in networking technologies. This includes a deep dive into new tech on the project, guided by an experienced mentor. At PLVision you will get numerous opportunities to secure your career development while working in a company with in-demand and future-proof specialisation in computer networking.",team manager,home office work,,,Kraków,True
Lead AI Engineer,PKO Bank Polski SA,"Python,Google Cloud Platform","https://www.pracuj.pl/praca/lead-ai-engineer-warszawa,oferta,1003691977","Dołącz do nas jako:  LEAD AI ENGINEER - Departament Rozwoju Platform Inżynierii i Analityki Danych,Obszar: Rozwiązania AI/ML, Machine Learning Ops,Technologie: Python, GCP (preferowane), Kubernetes (mile widziane),Umiejętności: Projektowanie i koordynowanie prac AI/ML, nadzór nad zmianami, organizacja pracy w zespole IT,Wiedza: Cyberbezpieczeństwo, MLOps, LLM, Big Data, hurtownie danych, procesy ETL,Pracuj w miejscu, które zna każdy.,#TyWybierasz",kierownik / koordynator,praca hybrydowa,,,,False
Tester systemów wbudowanych,EMBEVITY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Python,Git,Robot Framework","https://www.pracuj.pl/praca/tester-systemow-wbudowanych-gliwice-wincentego-pola-27,oferta,1003696242","Drogi Testerze! Dołącz do pasjonatów prowadzących bardzo ciekawe projekty typu embedded.,Portfolio naszych projektów na najbliższe kwartały wygląda bardzo dobrze, dlatego potrzebujemy zwiększyć zespół testujący, żeby dostarczyć projekty w wysokiej jakości.,Jako firma usługowa, dostarczamy naszym klientom rozwiązania z zakresu systemów wbudowanych. Klienci przychodzą do nas z pomysłami na swój produkt lub jego część, a my to dla nich wykonujemy, często tworząc prototypy.,Prowadzimy projekty, w których powstają między innymi: system pozycjonowania urządzeń i ludzi z wykorzystaniem technologii radiowych, ładowarka do samochodów elektrycznych, przetwarzanie wizji z wykorzystaniem FPGA, sterowniki do zawansowanych urządzeń laboratoryjnych, platformy służące do szyfrowania informacji z wykorzystaniem zjawisk kwantowych, sprzęt pomiarowy wykorzystujący zjawiska optyczne.",specjalista (Mid / Regular),"praca stacjonarna, praca hybrydowa",9000–13000,brutto / mies.,Gliwice,False
Senior Python Developer,HSBC Service Delivery (Polska) Sp. z o.o.,"Python,MATLAB,Map/Reduce","https://www.pracuj.pl/praca/senior-python-developer-krakow-kapelanka-42a,oferta,1003717947","If you’re looking for a career that will help you stand out, join HSBC, and fulfil your potential. Whether you want a career that could take you to the top, or simply take you in an exciting new direction, HSBC offers opportunities, support and rewards that will take you further.,You will be in charge of providing high-quality programming bandwidth into Financial Engineering unit within Global Risk Analytics (GRA).,You will contribute to all aspects of programming work—within potentially several prototyping teams—in the construction and testing of analytic platforms.,The role requires a high degree of flexibility as projects will require the Model developer to alternate rapidly between two very different operating modes:,a. rapid prototyping in the construction of proof-of-concept platforms.,b. development of polished software platforms for use in the business.","specialist (Mid / Regular), senior specialist (Senior)",hybrid work,,,Kraków,True
Administrator Systemu Kart Płatniczych,CENTRUM KART S A,"Linux,Bash,Zabbix,Elastic,Grafana,JavaScript,Python,Jira","https://www.pracuj.pl/praca/administrator-systemu-kart-platniczych-warszawa,oferta,1003706747",,specjalista (Mid / Regular),praca hybrydowa,,,,False
Administrator Linux,ArcelorMittal Poland S.A.,"RedHat,CentOS,Debian,MySQL,MariaDB,VMWare,SAN,Shell,Perl,Python","https://www.pracuj.pl/praca/administrator-linux-krakow,oferta,1003671278","Świat wyglądałby bez nas zupełnie inaczej. Jesteśmy największą firmą działającą w branży stalowej i wydobywczej. Jesteśmy obecni w 60 krajach, a efekty naszej pracy są widoczne wszędzie – od smartfonów, przez samochody, aż po drapacze chmur.,Tworząc stal wychodzimy naprzeciw oczekiwaniom nowoczesnego świata. Efekty naszej pracy będą obecne także w życiu kolejnych pokoleń.,Pracując w ArcelorMittal Poland możesz cieszyć się swobodą kształtowania własnej kariery, na każdym kroku możesz liczyć na wsparcie menadżerów i kolegów z zespołu. Chcemy, aby nasze produkty były coraz bardziej wytrzymałe, lżejsze i produkowane w zrównoważony sposób. To prawdziwe wyzwanie, które wzbudza w nas nieskończoną pasję i zaangażowanie!,Chcesz być częścią firmy, która naprawdę ma wpływ na rzeczywistość? Dołącz do nas i TWÓRZ Z NAMI ŚWIAT.",specjalista (Mid / Regular),praca stacjonarna,,,,False
